question,document
What do the star symbols at the beginning of SPICE netlist lines mean?,dc2_sec09_006
How does Nutmeg display the resistor voltage v(1) in its graph?,dc2_sec09_006
How are the contributors to the Ohm’s Law chapter ordered?,dc2_sec10_001
What problem did Larry Cramblett find in the “Nonlinear conduction” section?,dc2_sec10_001
What SPICE version differences did James Boorn point out?,dc2_sec10_001
What definitions did Ben Crowell suggest improving?,dc2_sec10_001
Who helped improve the HTML formatting for the second edition?,dc2_sec10_001
Why is electrical safety included as an early chapter in this electronics book?,dc3_sec01_001
What does the instructor spend a full week teaching students about?,dc3_sec01_001
"How can safety lessons help students understand voltage, current, resistance, and circuit design?",dc3_sec01_001
Why might some introductory electronics textbooks be inadequate according to the author?,dc3_sec01_001
What question about birds on power lines does the lesson promise to explain?,dc3_sec01_001
What kinds of injuries can electric current cause inside the body?,dc3_sec02_001
Why can a strong electric shock interfere with normal nerve signals?,dc3_sec02_001
How does electricity make muscles contract involuntarily?,dc3_sec02_001
Why might someone be unable to release an energized wire after being shocked?,dc3_sec02_001
What does the term “tetanus” mean in the context of electric shock?,dc3_sec02_001
What does tetanus mean in the context of an electric shock?,dc3_sec02_002
Why can a person remain unable to control their muscles after the current stops?,dc3_sec02_002
How can an electric shock affect the diaphragm and heart?,dc3_sec02_002
What is the difference between AC and DC in how they affect the heart?,dc3_sec02_002
Why is a defibrillator’s electric shock used on someone with a fibrillating heart?,dc3_sec02_002
How can electric current cause severe burns inside the body?,dc3_sec02_003
What does it mean when someone is “froze on the circuit”?,dc3_sec02_003
How can an electric shock affect the heart and breathing muscles?,dc3_sec02_003
Why is DC more likely than AC to make someone unable to let go of a conductor?,dc3_sec02_003
Why can AC shocks be especially dangerous even after the current stops?,dc3_sec02_003
Why can birds sit on a high-voltage wire without getting shocked?,dc3_sec03_001
What two conditions are needed for current to pass through a person’s body?,dc3_sec03_001
How can someone be shocked by touching only one live wire?,dc3_sec03_001
What role does earth ground play in the shock path?,dc3_sec03_001
Why is one side of a grounded circuit intended to be safe to touch?,dc3_sec03_001
Why is one side of a grounded circuit generally safe to touch?,dc3_sec03_002
Why might touching a single wire in an ungrounded circuit seem safe?,dc3_sec03_002
What can make an ungrounded power system dangerous to touch?,dc3_sec03_002
"What is a ground fault, and what are some things that can cause one?",dc3_sec03_002
How can a tree branch touching a different wire change which conductor is dangerous?,dc3_sec03_002
Why can two people touching separate points in an ungrounded circuit still receive a dangerous shock?,dc3_sec03_003
How does intentionally grounding one point in a circuit improve electrical safety?,dc3_sec03_003
Are ordinary rubber-soled shoes enough to protect someone from electric shock?,dc3_sec03_003
How does moisture affect the electrical resistance of leather shoe soles?,dc3_sec03_003
Why can dry dirt still carry enough current to seriously injure someone?,dc3_sec03_003
Why is asphalt generally safer than concrete when it comes to conducting shock current?,dc3_sec03_004
What conditions must be present for an electric shock to occur?,dc3_sec03_004
What does it mean for part of a power circuit to be grounded?,dc3_sec03_004
"What is a ground fault, and how does it involve the earth?",dc3_sec03_004
Why shouldn’t ordinary shoes be relied on to protect someone from electric shock?,dc3_sec03_004
Why does high voltage increase the risk of a dangerous electric shock?,dc3_sec04_001
How does Ohm’s law relate body resistance to the current that flows through someone?,dc3_sec04_001
What factors can change the electrical resistance of a person’s body?,dc3_sec04_001
Why are sweaty skin and open wounds more dangerous during electrical contact?,dc3_sec04_001
How did squeezing the meter probes affect the measured resistance between the author’s hands?,dc3_sec04_001
What factors can make one person more sensitive to electric current than another?,dc3_sec04_002
What does 60 Hz mean when describing alternating current?,dc3_sec04_002
How much voltage is estimated to produce 20 mA through 1 MΩ of dry skin?,dc3_sec04_002
How does moisture change the estimated voltage needed to produce 20 mA through the body?,dc3_sec04_002
What level of AC current across the chest has been suggested as potentially causing fibrillation?,dc3_sec04_002
How much voltage would drive 20 mA through a person with 1 kΩ of body resistance?,dc3_sec04_003
Why can a shock become more dangerous after someone first touches a live conductor?,dc3_sec04_003
What body resistance is used in the example where 340 V produces 20 mA?,dc3_sec04_003
How much voltage could produce 17 mA through a 1 kΩ path between the hands?,dc3_sec04_003
How does wet skin affect the resistance of electrical contact compared with dry skin?,dc3_sec04_003
Why is the resistance lower when someone holds a metal pipe with both hands instead of one?,dc3_sec04_004
"Why can metal jewelry be dangerous around even low-voltage, high-current circuits?",dc3_sec04_004
How could a 12-volt battery shock indirectly cause an injury?,dc3_sec04_004
Why does the route electricity takes through the body affect how dangerous a shock is?,dc3_sec04_004
Why should voltages above 30 volts be treated as a serious electrical hazard?,dc3_sec04_004
Why is working on a live circuit with only one hand considered safer?,dc3_sec04_005
Should left-handed people always use their right hand when handling live circuits?,dc3_sec04_005
How do insulated gloves and boots reduce the risk of electric shock?,dc3_sec04_005
Why aren’t power lines fully covered with thick protective insulation?,dc3_sec04_005
How can low-voltage electricity still cause dangerous injuries?,dc3_sec04_005
What does it mean to place an electrical system in a Zero Energy State?,dc3_sec05_001
What types of stored or potential energy must be removed before equipment is safe to work on?,dc3_sec05_001
Why can a disconnected high-voltage circuit still be dangerous to touch?,dc3_sec05_001
How is a disconnect switch different from the ordinary switch used to operate a device?,dc3_sec05_001
Why might a temporary ground be connected across both sides of a load during maintenance?,dc3_sec05_001
Why are both sides of a de-energized load temporarily connected to ground?,dc3_sec05_002
How can a temporary wire across the load help protect workers if power is accidentally restored?,dc3_sec05_002
What is the main purpose of overcurrent devices such as fuses and circuit breakers?,dc3_sec05_002
How does a lock-out/tag-out procedure keep a circuit in a zero-energy state?,dc3_sec05_002
What happens when several workers each place personal locks on a disconnecting device?,dc3_sec05_002
Why shouldn’t you assume that everyone followed the lockout/tagout procedure?,dc3_sec05_003
How can you confirm that a locked-out machine is truly de-energized?,dc3_sec05_003
What three-step process does the record recommend for checking whether a voltage meter works properly?,dc3_sec05_003
Why is it important to test a meter on a known voltage source both before and after checking a circuit?,dc3_sec05_003
What is the purpose of briefly touching a conductor with the back of your hand as a final precaution?,dc3_sec05_003
What does it mean for an electrical system to be in a zero-energy state?,dc3_sec05_004
Why are disconnect switches included in a properly designed electrical system?,dc3_sec05_004
How can temporary grounding or shorting wires improve safety during servicing?,dc3_sec05_004
What steps are involved in using lockout/tagout on a system under repair?,dc3_sec05_004
How should a worker verify that a locked-out circuit is actually de-energized before touching it?,dc3_sec05_004
What should you do first when you find someone being shocked by an electrical circuit?,dc3_sec06_001
Why is it dangerous to touch a person who is still receiving an electric shock?,dc3_sec06_001
What can be used to separate a shock victim from a live circuit if the power cannot be shut off quickly?,dc3_sec06_001
What medical checks and care should be provided after the victim is disconnected?,dc3_sec06_001
Why should someone who survived an electrical shock continue monitoring their health afterward?,dc3_sec06_001
What should you do first when someone is being shocked by electricity?,dc3_sec06_002
How can you safely separate a shock victim from the electrical circuit if the breaker cannot be found?,dc3_sec06_002
What immediate medical checks and treatment may a shock victim need?,dc3_sec06_002
How should you care for someone who remains conscious after an electric shock while waiting for help?,dc3_sec06_002
Why does an electric shock victim need to be watched for several hours afterward?,dc3_sec06_002
Why is touching electrical equipment with wet or sweaty hands especially dangerous?,dc3_sec07_001
"Why should electrical appliances be kept away from bathtubs, showers, and sinks?",dc3_sec07_001
What safety devices are required near swimming pools and other wet areas?,dc3_sec07_001
How should a damaged extension cord be taken out of service?,dc3_sec07_001
What should you do if a power tool gives you an electric shock?,dc3_sec07_001
Why can a person be shocked by a fallen power line without touching it directly?,dc3_sec07_002
What makes wet conditions more dangerous when using electrical equipment?,dc3_sec07_002
Why should damaged extension cords and power tools be replaced immediately?,dc3_sec07_002
What should you do if a power line is falling toward the ground?,dc3_sec07_002
How does current travel after a fallen power line touches the earth?,dc3_sec07_002
Why is one side of a power source connected to earth in a household circuit?,dc3_sec08_001
What is the difference between the neutral and hot wires?,dc3_sec08_001
What happens if a toaster’s hot wire touches its metal case?,dc3_sec08_001
Why is contact between the neutral wire and an appliance case generally less dangerous?,dc3_sec08_001
How do polarized plugs improve electrical safety?,dc3_sec08_001
What does it mean for an appliance to be double-insulated?,dc3_sec08_002
How does the third prong on a power plug protect someone from electric shock?,dc3_sec08_002
Why is removing the grounding prong from a plug dangerous?,dc3_sec08_002
What should you do if a grounded appliance needs to be used with a two-slot outlet?,dc3_sec08_002
How can ground-fault detection recognize a dangerous electrical fault?,dc3_sec08_002
What is the difference between a GFCI and an AFCI?,dc3_sec08_003
How does a GFCI receptacle detect a dangerous current leak?,dc3_sec08_003
Why doesn’t a standard circuit breaker always stop an electrical arc?,dc3_sec08_003
"Where are AFCIs commonly installed, and why can motors cause nuisance trips?",dc3_sec08_003
What are some appliance design features that improve electrical safety?,dc3_sec08_003
Why is careful handling especially important when using a multimeter on a powered circuit?,dc3_sec09_001
What kinds of electrical quantities can a multimeter measure?,dc3_sec09_001
What do the straight-line and wavy-line symbols mean on the meter’s selector?,dc3_sec09_001
"What do the Ω, V, and A markings represent?",dc3_sec09_001
What are the test leads and sockets on a multimeter used for?,dc3_sec09_001
Which multimeter sockets should the black and red leads be plugged into for measuring voltage?,dc3_sec09_002
What needs to change on a multimeter when switching from measuring battery voltage to household AC voltage?,dc3_sec09_002
Why is it dangerous to let the two meter probes touch each other during a voltage test?,dc3_sec09_002
Why must voltage be measured between two points in a circuit?,dc3_sec09_002
How can using one hand or a spring clip make voltage measurements safer?,dc3_sec09_002
Why should meter test leads be handled as carefully as the multimeter itself?,dc3_sec09_003
What is the recommended way to get special accessories or probe tips for meter leads?,dc3_sec09_003
Why should a safety check test for both AC and DC voltage or current?,dc3_sec09_003
"How do you check all possible voltage combinations among three conductors labeled A, B, and C?",dc3_sec09_003
Why are six voltage checks needed when testing three conductors for hazardous voltage?,dc3_sec09_003
Why should voltage be checked between each wire and ground as well as between the wires themselves?,dc3_sec09_004
How many total voltage checks are needed for a three-wire system when testing in both AC and DC modes?,dc3_sec09_004
How do you set up a multimeter to measure resistance?,dc3_sec09_004
Why must resistance measurements only be made on de-energized components?,dc3_sec09_004
What do nearly zero ohms and “O.L.” typically indicate on a multimeter?,dc3_sec09_004
What does a multimeter show when its leads are not connected to each other or to a complete circuit?,dc3_sec09_005
Why must a circuit be opened before measuring its current with a multimeter?,dc3_sec09_005
Which meter setting and lead sockets should be used to measure current?,dc3_sec09_005
How should the probes be connected when measuring current in the 9-volt lamp circuit?,dc3_sec09_005
Why can leaving the red lead in the current socket cause problems when measuring voltage?,dc3_sec09_005
What can happen if the meter is set to measure voltage while the red lead remains in the current socket?,dc3_sec09_006
How does a multimeter warn you about a mismatch between the lead socket and selector setting?,dc3_sec09_006
What is the main purpose of the fuse inside a quality multimeter?,dc3_sec09_006
How can you test whether a multimeter’s current fuse is still good?,dc3_sec09_006
What resistance reading indicates that the multimeter’s current fuse has blown?,dc3_sec09_006
"1. What is a multimeter, and what three electrical quantities can it measure?",dc3_sec09_007
"2. How should a meter be connected when measuring voltage, and what should you avoid doing with the probe tips?",dc3_sec09_007
3. What checks should you perform with a multimeter when looking for dangerous voltage?,dc3_sec09_007
4. Why must a circuit be de-energized before measuring resistance or continuity?,dc3_sec09_007
"5. How is an ammeter connected in a circuit, and why does it have very little resistance?",dc3_sec09_007
Why did the table use the lower current value when the MIT and Bussmann sources disagreed?,dc3_sec10_001
What differences were reported between the MIT and Bussmann electric-shock data?,dc3_sec10_001
"Who was Charles F. Dalziel, and what did his research investigate?",dc3_sec10_001
How were volunteers tested to find the current level that stopped them from letting go?,dc3_sec10_001
Where did the information about the electrical resistance of body contact points come from?,dc3_sec10_001
Who is listed as a contributor to this chapter?,dc3_sec11_001
When did Jason Starck contribute to the project?,dc3_sec11_001
What kind of work did Jason Starck do?,dc3_sec11_001
What improvement resulted from Jason Starck’s contribution?,dc3_sec11_001
Where can readers find contributor dates and contact details?,dc3_sec11_001
What medical reference is cited for information about electrical injuries?,dc3_sec12_001
Who edited the Merck Manuals resource listed in the bibliography?,dc3_sec12_001
Which chapter of Lessons In Electric Circuits contains this bibliography?,dc3_sec12_001
Where can the cited Merck Manuals article on electrical injuries be found online?,dc3_sec12_001
Under what license is Lessons In Electric Circuits released?,dc3_sec12_001
Why is scientific notation useful for writing extremely large or tiny quantities?,dc4_sec01_001
"How many significant figures does the value 3,005 have, and why?",dc4_sec01_001
How is the electron count for a 1-amp current written in scientific notation?,dc4_sec01_001
What does the factor 10¹⁸ represent in the example involving electrons per second?,dc4_sec01_001
How can placeholder zeros differ from significant zeros in a measured number?,dc4_sec01_001
"How do you write a very small quantity, such as the proton’s mass, using scientific notation?",dc4_sec01_002
What does a negative exponent like 10⁻²⁴ represent?,dc4_sec01_002
How can scientific notation make the precision of a measurement clearer?,dc4_sec01_002
"How would you express a car weighing 3,005 pounds in scientific notation?",dc4_sec01_002
Why does writing a car’s weight as 3.000 × 10³ pounds show that all four digits are significant?,dc4_sec01_002
How do you calculate the total number of electrons flowing in 25 seconds at a current of 1 ampere using scientific notation?,dc4_sec02_001
Why is 156.25 × 10¹⁸ rewritten as 1.5625 × 10²⁰ in standard scientific notation?,dc4_sec02_001
How do you multiply the coefficients and powers of ten when finding the electrons passing in one hour?,dc4_sec02_001
"What is the scientific-notation result for the number of electrons passing in 3,600 seconds at 1 ampere?",dc4_sec02_001
"When dividing quantities in scientific notation, what do you do with their exponents?",dc4_sec02_001
How do you divide numbers written in scientific notation?,dc4_sec02_002
What time results from dividing 2.25 × 10²² electrons by 6.25 × 10¹⁸ electrons per second?,dc4_sec02_002
Why are significant digits important when working with measured values?,dc4_sec02_002
What was the practical benefit of scientific-notation arithmetic when engineers used slide rules?,dc4_sec02_002
What happens to the exponents of ten when multiplying or dividing values in scientific notation?,dc4_sec02_002
How do metric prefixes represent powers of ten?,dc4_sec03_001
What does 2.5 gigabytes equal in bytes?,dc4_sec03_001
Which prefixes represent powers from 10⁻¹⁵ through 10⁻²⁴?,dc4_sec03_001
How would 0.000267 grams be written using metric notation?,dc4_sec03_001
Why might someone write 4k7 instead of 4.7 k?,dc4_sec03_001
How do you know which way to move the decimal point when converting between metric prefixes?,dc4_sec04_001
How many microamps are in 0.000023 amps?,dc4_sec04_001
"What is 304,212 volts expressed in kilovolts?",dc4_sec04_001
How can 50.3 mega-ohms be converted into milli-ohms?,dc4_sec04_001
Where is the implied decimal point in a whole number such as 436?,dc4_sec04_001
What calculator key is commonly used to enter the exponent in scientific notation?,dc4_sec05_001
How should you use the sign-change key when entering a negative number with a negative exponent?,dc4_sec05_001
"Does switching between fixed, scientific, and engineering display modes change the number’s actual value?",dc4_sec05_001
What is the difference between scientific and engineering display modes?,dc4_sec05_001
Why is engineering mode useful for displaying metric prefixes?,dc4_sec05_001
How does SPICE represent a value like 115 watts in scientific notation?,dc4_sec06_001
What do the node numbers 1 and 0 indicate in the example netlist?,dc4_sec06_001
Why does SPICE report the battery current as a negative value?,dc4_sec06_001
How do you specify a 5-kiloohm resistor in a SPICE circuit description?,dc4_sec06_001
What is -4.800E-03 amps in milliamps?,dc4_sec06_001
How can 10⁻³ amperes be written using a metric prefix?,dc4_sec06_002
How should SPICE’s value of 1.15E-01 watts be expressed in a standard electronics format?,dc4_sec06_002
Why isn’t 1.15 deciwatts the preferred way to state the power dissipation?,dc4_sec06_002
"Which metric prefixes are commonly used in electronics, and what powers of ten do they represent?",dc4_sec06_002
What calculator setting can help convert scientific notation into engineering or metric notation?,dc4_sec06_002
Who is listed as a contributor to this chapter?,dc4_sec07_001
When did Jason Starck contribute to the chapter?,dc4_sec07_001
What work did Jason Starck do for the second edition?,dc4_sec07_001
How are the contributors arranged in the list?,dc4_sec07_001
Under what license is Lessons In Electric Circuits released?,dc4_sec07_001
What is the main difference between a series circuit and a parallel circuit?,dc5_sec01_001
Why is there only one route for current in a series connection?,dc5_sec01_001
What does the term “branch” mean in a parallel circuit?,dc5_sec01_001
How can you tell whether components are connected in parallel?,dc5_sec01_001
"In a mixed circuit, how are R2 and R3 related to each other and to R1?",dc5_sec01_001
What defines a series connection in a circuit?,dc5_sec01_002
How does a parallel connection differ from a series connection?,dc5_sec01_002
How many electrically common points are there in a purely parallel circuit?,dc5_sec01_002
What does the term “branch” mean in a parallel circuit?,dc5_sec01_002
How do electron-flow paths differ between series and parallel circuits?,dc5_sec01_002
Why is the current the same through every resistor in a series circuit?,dc5_sec02_001
Which direction do electrons flow in the 9-volt example circuit?,dc5_sec02_001
Why can’t you divide the battery’s total voltage by just one resistor to find the circuit current?,dc5_sec02_001
What does it mean for two points in a circuit to be electrically common?,dc5_sec02_001
How should Ohm’s Law be applied to resistor R1 in the three-resistor circuit?,dc5_sec02_001
How do you find the total resistance of resistors connected in series?,dc5_sec02_002
Why can’t Ohm’s Law be applied directly to each resistor before finding the circuit current?,dc5_sec02_002
What is the current through each component in a series circuit compared with the battery current?,dc5_sec02_002
How can you calculate the voltage drop across each resistor once the circuit current is known?,dc5_sec02_002
What relationship should the individual voltage drops have to the source voltage in a series circuit?,dc5_sec02_002
"How does the table method help organize voltage, current, and resistance values in a series circuit?",dc5_sec02_003
Why can’t the total battery voltage be used with an individual resistor in Ohm’s law?,dc5_sec02_003
How is the total resistance found when several resistors are connected in series?,dc5_sec02_003
How can you calculate the current through each resistor after finding the total current?,dc5_sec02_003
Why does a SPICE circuit description need a node numbered zero?,dc5_sec02_003
"What voltage drops did SPICE report across R1, R2, and R3?",dc5_sec02_004
"How does SPICE determine the polarity of a voltage such as v(1,2)?",dc5_sec02_004
"What current did the circuit analysis show, and why was its SPICE value negative?",dc5_sec02_004
What are the three main rules for components connected in series?,dc5_sec02_004
How is total resistance calculated in a series circuit?,dc5_sec02_004
What happens to the voltage across each resistor in a simple parallel circuit?,dc5_sec03_001
How can I find the current through each resistor when the voltage and resistance are known?,dc5_sec03_001
Why is the total current equal to the sum of the currents in the separate branches?,dc5_sec03_001
How does the current split as it moves through the three parallel resistors?,dc5_sec03_001
How can the overall resistance of a parallel circuit be calculated after finding its total current?,dc5_sec03_001
Why is the total resistance in a parallel circuit lower than every individual resistor?,dc5_sec03_002
How do you calculate the equivalent resistance when several resistors are connected in parallel?,dc5_sec03_002
How does SPICE use node numbers to identify components that are connected in parallel?,dc5_sec03_002
Why does the SPICE circuit model include zero-volt sources in series with the resistors?,dc5_sec03_002
"What voltage appears across each parallel resistor, and what branch currents were measured in the example?",dc5_sec03_002
Why do all resistors in a parallel circuit have the same voltage across them?,dc5_sec03_003
What does it mean for components to be connected in parallel?,dc5_sec03_003
How does the total resistance of a parallel circuit compare with each individual resistor?,dc5_sec03_003
How are the currents in the separate branches related to the total current?,dc5_sec03_003
"What were the calculated currents through R1, R2, and R3 in the example?",dc5_sec03_003
"What is conductance, and how does it relate to resistance?",dc5_sec04_001
What happens to conductance when a component’s resistance increases?,dc5_sec04_001
What symbol and unit are used to measure electrical conductance?,dc5_sec04_001
Why was the mho later replaced by the siemens?,dc5_sec04_001
Why is the unit written as “siemens” rather than “siemen”?,dc5_sec04_001
What happens to a circuit’s overall resistance when more branches are added in parallel?,dc5_sec04_002
How is total conductance calculated for resistors connected in parallel?,dc5_sec04_002
What does conductance mean in an electrical circuit?,dc5_sec04_002
What unit is used to measure conductance?,dc5_sec04_002
How are resistance and conductance mathematically related?,dc5_sec04_002
How can I calculate the power dissipated by an individual resistor?,dc5_sec05_001
Which values can be used to determine a component’s power?,dc5_sec05_001
How could adding a power row to a circuit table help with calculations?,dc5_sec05_001
Does the circuit arrangement affect how total power is calculated?,dc5_sec05_001
How is total circuit power related to the power of each component?,dc5_sec05_001
"Why must the voltage, current, and resistance in an Ohm’s Law calculation all refer to the same two points in a circuit?",dc5_sec06_001
How should you choose voltage and current values when calculating the resistance of one resistor?,dc5_sec06_001
What is the correct way to use the table method for Ohm’s Law and series-parallel rules?,dc5_sec06_001
How can power calculations help check whether your circuit answers are correct?,dc5_sec06_001
What are two ways to work backward and verify calculations in a series-parallel circuit?,dc5_sec06_001
What does troubleshooting a malfunctioning circuit involve?,dc5_sec07_001
What happens to the total current when R2 shorts in the series circuit?,dc5_sec07_001
Why does the voltage across a shorted R2 become zero?,dc5_sec07_001
What happens to the other resistors when R2 opens in the series circuit?,dc5_sec07_001
How can the before-and-after method be used to analyze faults in parallel circuits?,dc5_sec07_001
What happens to the other branch currents when one resistor opens in a parallel circuit?,dc5_sec07_002
Why does switching off one lamp usually not affect the other lamps in a room?,dc5_sec07_002
What would a zero-ohm resistor theoretically do to the total current in a parallel circuit?,dc5_sec07_002
Why can’t a real voltage source maintain its rated voltage while supplying unlimited current?,dc5_sec07_002
How does a battery’s internal resistance affect the circuit when one parallel branch is shorted?,dc5_sec07_002
Why can connecting a voltage source directly across itself damage it?,dc5_sec07_003
What does qualitative circuit analysis examine when exact component values are unknown?,dc5_sec07_003
How should you redraw and analyze a circuit after one of its components fails?,dc5_sec07_003
What is the difference between a shorted component and an open component?,dc5_sec07_003
Why do resistors usually fail open rather than becoming shorted?,dc5_sec07_003
What are alligator clip jumper wires useful for when building simple resistor circuits?,dc5_sec08_001
Why do jumper wires become impractical for more complicated circuits?,dc5_sec08_001
How are the connection holes arranged inside a solderless breadboard?,dc5_sec08_001
Can both series and parallel resistor circuits be built on a breadboard?,dc5_sec08_001
What are the main limitations of using a solderless breadboard?,dc5_sec08_001
1. How does soldering permanently connect wires and electronic components?,dc5_sec08_002
2. What is the difference between a hobbyist PCB and a solderless breadboard?,dc5_sec08_002
3. What role do copper traces play on a production circuit board?,dc5_sec08_002
4. Why might someone choose a terminal strip instead of soldering or wire-wrapping?,dc5_sec08_002
5. How do European-style terminal strips help prevent accidental short circuits?,dc5_sec08_002
What makes a European-style terminal strip safer against accidental short circuits?,dc5_sec08_003
What tools are needed to add or remove connections on a screw-based terminal strip?,dc5_sec08_003
Why is converting a schematic into a physical terminal-strip layout an important electronics skill?,dc5_sec08_003
What step-by-step method is suggested for wiring a three-resistor parallel circuit from its schematic?,dc5_sec08_003
How can wire labels help identify electrically common connections in a circuit?,dc5_sec08_003
Why are matching number tags used on electrically connected wires in industrial circuits?,dc5_sec08_004
What do the two parts of a terminal-block label identify?,dc5_sec08_004
How can a detailed schematic help someone find connection points in a complicated physical circuit?,dc5_sec08_004
What is a solderless breadboard used for?,dc5_sec08_004
How does wire-wrapping connect components without soldering?,dc5_sec08_004
Which chapter does this contributor information belong to?,dc5_sec09_001
How are the contributors arranged in the list?,dc5_sec09_001
"What did Jason Starck contribute, and when did he do it?",dc5_sec09_001
What role did Ron LaPlante have in developing the circuit-analysis method?,dc5_sec09_001
Under what license is Lessons In Electric Circuits released?,dc5_sec09_001
How do you find the current in a series circuit when the resistor values and supply voltage are known?,dc6_sec01_001
Why is the voltage drop across a resistor proportional to its resistance in a series circuit?,dc6_sec01_001
How does the voltage divider formula calculate the drop across one resistor?,dc6_sec01_001
What happens to the voltage-drop ratios when the supply voltage changes?,dc6_sec01_001
How is a potentiometer used as a voltage-dividing component?,dc6_sec01_001
1. How does moving a potentiometer’s wiper change the resistance to each outer terminal?,dc6_sec01_002
2. Does the total resistance between the two outside terminals change when the wiper is moved?,dc6_sec01_002
3. What is the difference between rotary and linear potentiometers?,dc6_sec01_002
4. How does a potentiometer produce an adjustable voltage from a fixed battery voltage?,dc6_sec01_002
5. Why does the voltage ratio depend on the wiper’s position rather than the applied voltage level?,dc6_sec01_002
How does a three-terminal potentiometer work as an adjustable voltage divider?,dc6_sec01_003
Why is the term “potentiometer” appropriate for this type of component?,dc6_sec01_003
What determines how the supply voltage is divided in a series circuit?,dc6_sec01_003
What are the differences between the small potentiometers and the panel-mounted ones shown?,dc6_sec01_003
What features make the large Helipot potentiometers suitable for precise adjustments?,dc6_sec01_003
1. What voltage would a meter show between points 2 and 1 when the red lead is on point 2 and the black lead is on point 1?,dc6_sec02_001
2. How should the notation E₂₋₁ be interpreted when measuring voltage?,dc6_sec02_001
3. What does Kirchhoff’s Voltage Law say about the signed voltages around a complete circuit loop?,dc6_sec02_001
4. Does the starting point or direction used to trace a circuit loop affect the total voltage sum?,dc6_sec02_001
5. Why are the voltage polarities across the resistors opposite to the battery’s polarity in the example circuit?,dc6_sec02_001
What does Kirchhoff’s Voltage Law say about the total voltage around a complete loop?,dc6_sec02_002
"Why do the voltage readings across R1, R2, and R3 add to 45 volts in the series circuit?",dc6_sec02_002
Why is the voltage measured across the entire connected string equal to zero?,dc6_sec02_002
Does KVL apply to parallel circuits as well as series circuits?,dc6_sec02_002
Why does the algebraic voltage sum return to zero when a loop starts and ends at the same point?,dc6_sec02_002
What does Kirchhoff’s Voltage Law say about the total voltage around a loop?,dc6_sec02_003
Does a KVL loop have to follow an actual current path through the circuit?,dc6_sec02_003
How can KVL be used to find an unknown voltage between two points?,dc6_sec02_003
Why might a voltmeter calculation give a negative voltage between two circuit points?,dc6_sec02_003
What does a zero-voltage reading mean between two electrically common points?,dc6_sec02_003
Why do the currents through parallel resistors change inversely with their resistance?,dc6_sec03_001
How can I find the total current in a parallel circuit from the individual branch currents?,dc6_sec03_001
What happens to the ratios between branch currents when the supply voltage changes?,dc6_sec03_001
Why is a parallel circuit also called a current divider?,dc6_sec03_001
How does the current divider formula differ from the voltage divider formula?,dc6_sec03_001
How do the resistance ratios differ between voltage-divider and current-divider formulas?,dc6_sec03_002
Why must the fraction in a divider equation be less than one?,dc6_sec03_002
How can you remember which resistance goes on top in the current-divider formula?,dc6_sec03_002
Why are current-divider circuits useful in electric meter designs?,dc6_sec03_002
How does a parallel circuit distribute total current among its branches?,dc6_sec03_002
What happens to current at the junctions in a parallel circuit?,dc6_sec04_001
How does the water-pipe analogy explain current splitting and combining at a node?,dc6_sec04_001
What does Kirchhoff’s Current Law say about the currents entering and leaving a node?,dc6_sec04_001
Why do the signed currents at a circuit node add up to zero?,dc6_sec04_001
"In the example at node 3, what does the negative 5-milliamp result indicate?",dc6_sec04_001
What does Kirchhoff’s Current Law say about the currents at a circuit node?,dc6_sec04_002
How should currents entering and leaving a node be combined under KCL?,dc6_sec04_002
Why are Kirchhoff’s voltage and current laws important for analyzing circuits?,dc6_sec04_002
Which circuit law states that the algebraic total of currents at a node is zero?,dc6_sec04_002
How important are Kirchhoff’s laws compared with Ohm’s law for electronics students?,dc6_sec04_002
Who contributed to the chapter on divider circuits and Kirchhoff’s laws?,dc6_sec05_001
How are the chapter’s contributors ordered in the list?,dc6_sec05_001
"What did Jason Starck contribute, and when did he do it?",dc6_sec05_001
What role did Ron LaPlante have in developing the circuit-analysis method?,dc6_sec05_001
"Who holds the copyright for Lessons In Electric Circuits, and under what license is it released?",dc6_sec05_001
What makes a circuit a series-parallel combination instead of a purely series or parallel circuit?,dc7_sec01_001
"How are voltage, current, and resistance related in a simple series circuit?",dc7_sec01_001
"What rules apply to voltage, current, and resistance in a basic parallel circuit?",dc7_sec01_001
Why can’t one set of series or parallel rules be applied to an entire combination circuit?,dc7_sec01_001
How should a series-parallel circuit be analyzed when it contains both types of connections?,dc7_sec01_001
What is the usual process for analyzing a series-parallel resistor circuit?,dc7_sec02_001
"After reducing the circuit to one equivalent resistance, how do you find the total current?",dc7_sec02_001
How are the parallel resistor groups R1/R2 and R3/R4 represented in the example?,dc7_sec02_001
What total resistance results when the two equivalent resistors are connected in series?,dc7_sec02_001
At what point in the analysis are resistor power losses calculated?,dc7_sec02_001
How is the total circuit current found from the equivalent-resistance table?,dc7_sec02_002
Why do the equivalent groups R1 // R2 and R3 // R4 carry the same current as the whole circuit?,dc7_sec02_002
How are the voltage drops across the two parallel resistor groups calculated?,dc7_sec02_002
Why can the voltage across each equivalent group be copied to its individual parallel resistors?,dc7_sec02_002
How can you check that the individual branch currents are correct?,dc7_sec02_002
How do you simplify a series-parallel circuit into one equivalent resistor?,dc7_sec02_003
What is the first step when analyzing a series-parallel combination circuit?,dc7_sec02_003
How can you calculate the total current after finding the circuit’s total resistance?,dc7_sec02_003
How are voltage drops and branch currents found in the original circuit?,dc7_sec02_003
