question,answer_llm,answer_orig,document
How do embeddings turn non-numeric data into numbers without losing the meaning?,"Embeddings convert non-numeric data into numbers by mapping similar inputs to similar vectors in a vector space, while preserving meaning and context. Because related items end up close together numerically, you can still compare their semantic similarity mathematically.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
Why should similar text or other data end up with similar embedding vectors?,"Because embeddings are designed to preserve meaning and context: when two pieces of text or other data are similar, the embedding algorithm should map them to nearby numerical vectors. That proximity lets us use vector distance or similarity measures, like cosine similarity, to detect semantic similarity.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How does the distance between embedding values help with semantic similarity search?,"The context doesn’t explicitly explain embedding-value distance for semantic similarity search.

I don't know.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"What’s the connection between embeddings, vector space models, and dimensionality reduction?","Embeddings are a way to turn text or other non-numerical data into numbers while preserving meaning. That’s closely related to the **vector space model**, where items are represented as vectors in a space so that similar items are close together.

**Dimensionality reduction** is also related because embeddings often map high-dimensional data into a lower-dimensional vector space, while trying to keep the important semantic relationships intact.

So the connection is:

- **Embeddings**: the numerical vector representations
- **Vector space model**: the framework of representing meaning as vectors and comparing them mathematically
- **Dimensionality reduction**: the idea of compressing data into fewer dimensions without losing too much meaning

","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do I get rid of the warning about the multi-qa-mpnet-base-dot-v1 model being made with an older sentence-transformers version?,"To get rid of that warning, upgrade `sentence-transformers` to version `3.0.0` or higher:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Is there a way to suppress the sentence-transformers v3.0.0 beta warning for this model?,"Yes — upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

That should suppress the v3.0.0 beta warning for this model.","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"What should I upgrade to stop the ""model was made on sentence transformers v3.0.0 bet"" message?","Upgrade `sentence-transformers` to **3.0.0 or higher**:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Do I need a newer sentence-transformers package to avoid that compatibility warning?,"Yes — to suppress that warning, upgrade `sentence-transformers` to **3.0.0 or higher**:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What pip command fixes the warning from multi-qa-mpnet-base-dot-v1?,"```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Why did the lesson just use `.dot(...)` for similarity instead of doing cosine normalization first?,"The lesson used `.dot(...)` directly because the embeddings were assumed to already be normalized to unit length. In that case, the dot product is exactly the same as cosine similarity.

In the homework, normalization matters because the embeddings used there are not normalized by default, so you need to normalize them first if you want the dot product to represent cosine similarity.

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"In the homework, why do we need to normalize vectors before comparing them if dot product worked in class?","In the lesson, dot product worked because the embeddings were already normalized to unit length, so:

- **dot product = cosine similarity**

In the homework, the embeddings you use are **not normalized by default** (for example, TF-IDF + SVD), so the dot product is **not** the same as cosine similarity unless you normalize first.

So the reason is:

- **Class:** vectors were already normalized
- **Homework:** you need to normalize them manually before comparing

If you want, I can also show the exact normalization formula or a quick code example.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are the model embeddings already unit-length in the lesson, or did I miss a step?","In the lesson, the embeddings were assumed to already be unit-length, so you did not miss a step.

That’s why `.dot(...)` could be used directly as cosine similarity there. In the homework, the embeddings are not normalized by default, so you need to normalize them yourself first.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Does `.dot(...)` always equal cosine similarity, or only for some kinds of embeddings?","`.dot(...)` equals cosine similarity **only when the vectors are normalized to unit length**.

So:

- **If embeddings are already normalized** (like the lesson’s `Embedder` / some model outputs), then  
  `.dot(...) == cosine similarity`.
- **If embeddings are not normalized** (like TF-IDF + SVD in the homework), then  
  `.dot(...)` is just a dot product, **not** cosine similarity unless you normalize first.

In short: **not always — only for normalized embeddings.**","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"With TF-IDF + SVD vectors, can I safely use dot product directly, or do I have to normalize them first?","With TF-IDF + SVD vectors, you should **not assume dot product is enough**.

- If the vectors are **already unit-normalized**, then `.dot(...)` is equivalent to cosine similarity.
- **TF-IDF + SVD embeddings are not normalized by default**, so to get cosine similarity you should **normalize them first** and then use dot product.

So: **normalize first, then use dot product**.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"For vector search in this module, do I need to embed just the answer text, just the question, or both together?","There’s no single right answer — it’s something to test on your dataset.

The module shows three options:

- **Answer text only**
- **Question only**
- **Question + answer together**

A good default is **question + answer together**, since it’s often the best, but it’s a bit longer and slightly more expensive. The best choice is the one with the highest **hit rate / MRR** on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Which works better for retrieval here: indexing only the answers, only the questions, or concatenating question and text?","There's no single guaranteed winner here — the course says to **experiment on your dataset**.

The three options are:

- **Index answers only**: often works well because embeddings capture semantic similarity between questions and answers.
- **Index questions only**: can work well because user queries are closer to the stored questions.
- **Concatenate question + text**: **often the best**, but it’s longer and can cost a bit more.

Best practice: compare them on a ground-truth set and choose the one with the best **hit rate / MRR**.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Is there a recommended embedding setup for this dataset, or should I test different options myself?","Yes — for Homework 2, the recommended setup is to use the lightweight ONNX `Embedder` from `embedder.py`, not `sentence-transformers`:

```python
from embedder import Embedder
model = Embedder()
```

You don’t need to use the lesson model like `multi-qa-mpnet-base-dot-v1`. If you use a different embedding model, your cosine similarity can fall outside the answer options.

So: use the recommended `Embedder` for the homework. If you still get a slightly different number, pick the closest option.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
Why would embedding the question alone ever help if users search with natural-language queries?,"Because the query encoder is not only for “exact question wording.” If users ask in natural language, their queries often still end up semantically close to the indexed question text. Embedding the question-only can work well when the user query is similar in style to those questions, and it’s worth testing on your dataset.

That said, the course notes say it’s an experiment: compare question-only, answer-only, and question+answer, then pick whichever gives the best hit rate / MRR on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"When using question plus answer as one input, is the extra length worth the added cost, or should I compare hit rate and MRR first?","Yes — compare **hit rate / MRR on your ground-truth set first**. The course says `question + text` is often best, but it also adds length and slightly more cost, so the right choice is the one that gives the best retrieval metrics on your data.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How does cosine similarity measure how close two vectors are in text data?,"Cosine similarity measures how close two vectors are by looking at the **angle between them**, not their length.

- If the vectors point in the **same direction**, cosine similarity is **1**.
- If they are **unrelated/orthogonal**, it is **0**.
- If they point in **opposite directions**, it is **-1**.

In text data, documents are turned into vectors like word counts or TF-IDF values, and cosine similarity tells us how similar the documents are based on their content.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why do people use cosine similarity for comparing documents instead of just raw word counts?,"People use cosine similarity because it measures the **direction/alignment** of document vectors, not their size.

Raw word counts can make a longer document look more similar just because it has more words. Cosine similarity removes that effect by comparing the angle between vectors, so two documents with similar word distributions can score highly even if one is much longer.

In the context, this is why cosine similarity is used for text analysis: it compares documents based on content, and when vectors are normalized, it becomes efficient to compute with a dot product.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does a cosine similarity score of 1, 0, or -1 actually mean?","A cosine similarity score of:

- **1** means the vectors are **identical in direction** — perfectly similar.
- **0** means the vectors are **orthogonal** — no similarity.
- **-1** means the vectors are **completely opposite** — maximally dissimilar.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
How is the angle between two vectors related to cosine similarity?,"Cosine similarity measures the **cosine of the angle** between two vectors. So:

- **Smaller angle** between vectors → **higher cosine similarity**
- **Larger angle** → **lower cosine similarity**
- If vectors are **orthogonal** (90°), cosine similarity is **0**
- If they point in the **same direction**, cosine similarity is **1**
- If they point in **opposite directions**, it is **-1**

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Can cosine similarity be used with TF-IDF vectors to compare document content?,Yes. Cosine similarity is commonly used with TF-IDF vectors to compare document content.,"Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity become just a dot product once the embeddings are normalized?,"Because for normalized embeddings each vector has length 1.

Cosine similarity is defined as:

\[
\cos(\theta) = \frac{a \cdot b}{\|a\|\|b\|}
\]

If both vectors are normalized, then \(\|a\| = \|b\| = 1\), so:

\[
\cos(\theta) = a \cdot b
\]

So once embeddings are unit-length, cosine similarity is just the dot product.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"If all vectors have unit length, why can we use matrix multiplication for cosine similarity search?","Because once all vectors are normalized to unit length, cosine similarity is just the dot product:

- cosine similarity = measure of angle between vectors
- if vectors have length 1, their magnitudes don’t affect the result
- so `cosine_similarity(query, doc) = query · doc`

That means we can compute similarities for all documents at once with matrix multiplication instead of looping one by one.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How does normalizing the query and document embeddings make cosine similarity easier to compute?,"Normalizing both the query and document embeddings to unit length removes their magnitude, so cosine similarity becomes just the dot product between vectors. That means you can compute it efficiently with matrix multiplication instead of separately calculating angles.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why is cosine similarity between normalized vectors equivalent to multiplying the embedding matrix by the query vector?,"Because cosine similarity between **normalized** vectors is just their **dot product**.

If both the embeddings and the query vector are scaled to unit length, then the cosine term simplifies to:

- cosine similarity = dot product

So instead of computing cosine similarity one pair at a time, you can take:

- the **embedding matrix** for all documents
- multiply it by the **query vector**

That matrix multiplication computes the dot product between the query and every document embedding at once, which is exactly the cosine similarity when vectors are normalized.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What changes mathematically when cosine similarity is computed with unit-length vectors instead of raw embeddings?,"When vectors are **unit-length normalized**, the cosine similarity simplifies mathematically:

- **Raw embeddings:**  
  \[
  \cos(\theta)=\frac{u \cdot v}{\|u\|\|v\|}
  \]

- **Unit-length vectors:**  
  Since \(\|u\|=\|v\|=1\), this becomes:
  \[
  \cos(\theta)=u \cdot v
  \]

So the main change is:

- **The norm terms disappear**
- **Cosine similarity becomes just the dot product**
- In practice, this means you can compute it efficiently with **matrix multiplication** without extra normalization

If you want, I can also explain why this matters for vector search performance.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"For Module 2, do I have to make a brand-new GitHub repo, or is a separate Codespace enough?","Just a new codespace is enough — you do **not** need a brand-new GitHub repo.

The Module 2 setup is meant to be created from your **existing repository**, but in a **separate Codespace** so the heavier vector-search dependencies stay isolated from Module 1. Also, since you may delete that codespace later, make sure to **commit your work to the repo**.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does the course recommend using another Codespace for the vector search part instead of keeping everything in my Module 1 environment?,"Because the vector-search dependencies are fairly heavy. The course recommends a separate Codespace so your Module 2 setup stays isolated, and you can stop or delete that Codespace later without leaving the extra packages in your Module 1 environment.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I spin up a fresh Codespace for Module 2, will it be created from my current repo or do I need to set up a new repo first?","Just a new codespace. It will be created from your existing repository, so you do **not** need to set up a new GitHub repo first.

Since Module 2 has heavier dependencies, it’s a good idea to keep it in a separate codespace and commit your work to the repo in case you delete that codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Is it okay to delete the Module 2 Codespace later after I finish, and should I save my work somewhere before that?","Yes — it’s okay to delete the Module 2 Codespace later when you’re done.

You should **save your work by committing it to your GitHub repository before deleting it**. Uncommitted changes stay in the Codespace VM, but they can be lost if you delete or recreate the Codespace.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Do I need to change my GitHub repository for Module 2, or can I just keep using the same repo with a different Codespace?","No need to change your GitHub repository. For Module 2, you should just create a new Codespace from your existing repo and use that separate environment for the vector search work.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does download.py get stuck at 0% when it tries to fetch model.onnx from HuggingFace?,"This can happen because the connection to HuggingFace’s CDN is slow or blocked.

Fix: download the file directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it as:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

After that, `download.py` should skip re-downloading it because it checks whether the file already exists locally.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Is there a workaround if the model download keeps hanging in the Vector Search module?,"Yes. If `download.py` hangs at 0% while downloading `model.onnx` from HuggingFace, you can download the file directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once the file exists locally, the script will skip re-downloading it.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Can I just grab model.onnx manually from the browser instead of waiting for the script?,"Yes — you can download `model.onnx` manually in your browser.

Use this URL:
https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:
`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks whether the file already exists locally, so once it’s there, it should skip the download and continue.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Where should I put the downloaded model.onnx so download.py will stop trying to fetch it again?,"Put it here:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once that file exists locally, `download.py` should skip downloading it again.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Does the downloader skip the HuggingFace file once model.onnx already exists locally?,"Yes. The script checks whether the file already exists locally, and if it does, it skips re-downloading from HuggingFace.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Why do the matrix and for-loop versions of vector search return slightly different scores?,"The matrix and for-loop versions can return slightly different scores because of floating-point precision.

They compute the same dot products, but the numbers are added in a different order:

- `X.dot(v_query)` uses optimized BLAS/matrix code
- the for-loop adds values sequentially

Since floating-point addition is not perfectly associative, tiny rounding differences can appear in the last decimal places. The results are effectively the same.

If you compare them, use a tolerance like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"Is it normal if `np.allclose(scores, scores_loop)` is `False` even when both methods do the same dot product?","Yes — that can be normal.

Even if both methods compute the same dot product, `X.dot(v_query)` and a Python for-loop can accumulate floating-point sums in a different order, so the results may differ in the last few decimal places. Because of that, `np.allclose(scores, scores_loop)` may return `False` if the default tolerance is too strict.

Use a small tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

The values aren’t wrong; it’s just floating-point precision.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why does `X.dot(v_query)` not match a Python loop exactly in vector search?,"`X.dot(v_query)` and a Python loop compute the same dot products, but they may add numbers in a different order.

Because floating-point arithmetic is not perfectly associative, the results can differ slightly in the last decimal places. So the mismatch is normal and not an error.

Use a tolerance-based comparison instead of exact equality, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Do I need to worry if vector search results differ in the last few decimal places?,"No — small differences in the last few decimal places are normal. They usually come from floating-point precision and different summation order, so the results aren’t actually wrong.

If you want to compare them, use a tolerance like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
